NAME,IMO#,TYPE,GT,BUILT,FLAG,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL 
Fair Afroditi,9447419,Combined Chemical And Oil Tanker,8513.0,2008.0,Liberia ,Fairdeal Group Management S.A. ,Greece,Fairdeal Group Management S.A. ,Alfa Tria Shipping Company Limited ,Liberia,Aliaga,Turkey,2015-12-20
Punto Rosso,8612304,Reefer,4961.0,1987.0,Kiribati,Fairport Shipping Limited ,Greece,Fairport Shipping Limited ,Naftosini SA ,Greece,Alang,India,2015-02-26
GSN Unity,8017061,Gas Carrier,8592.0,1982.0,Panama,Far East Shipmanagement Limited ,Hong Kong,Far East Shipmanagement Limited ,Sphinx Overseas Agencies SA ,Panama,Alang,India,2015-01-01
Angara,8311156,Bulk Carrier,22629.0,1985.0,Vanuatu ,Far-Eastern Shipping Company (FESCO),Russia,Fesco Wallem Shipmanagement Limited  ,Angara Maritime Limited,Hong Kong,Chittagong,Bangladesh,2015-02-24
Yenisey,8311168,Bulk Carrier,22629.0,1985.0,Marshall Islands ,Far-Eastern Shipping Company (FESCO)  ,Russia,Fesco Wallem Shipmanagement Limited ,Yenisey Maritime Limited,Marshall Islands,Chittagong,Bangladesh,2015-01-24
Zuma,7388700,Floating Production Tanker,68442.0,1975.0,St. Kitts-Nevis,Federal Government of Nigeria ,Nigeria,Nigerian National Petroleum Corporation,Nigerian National Petroleum Corporation,Nigeria,Chittagong,Bangladesh,2015-05-19
Carvisa Tres,8613255,Fishing (General),252.0,1987.0,Spain ,FICP Armadores de Pesca S.L.,Spain,FICP Armadores de Pesca S.L.,FICP Armadores de Pesca S.L.,Spain,Marin,Spain,2015-05-11
Rui Fu Fa,8419893,Bulk Carrier,35954.0,1987.0,Panama ,Five Ocean Maritime Services Company Limited,China,Five Ocean Maritime Services Company Limited,Rui Fu Fa Shipping Company Limited,Hong Kong,Chittagong,Bangladesh,2015-04-30
Wan Voyager,8308941,Bulk Carrier,22135.0,1984.0,Panama,Five Ocean Maritime Services Company Limited ,China,Five Ocean Maritime Services Company Limited ,Wan Cheng Shipping Private Limited ,Singapore,Gadani,Pakistan,2015-10-12
Ionian,9198020,Bulk Carrier,90876.0,1998.0,St. Kitts-Nevis ,Fostiropoulos Group of Companies,Greece,Fairsky Shipping & Trading S.A.  ,Prosperity Navigation Enterprises S.A.,Panama,Alang,India,2015-06-02
Tiffany S.,7209253,Reefer,1729.0,1972.0,Panama ,Fransov S.A.S.  ,France,Fransov S.A.S.  ,Daz Maritime S.A.  ,Panama,Klaipeda,Lithuania,2014-07-31
Santos,9082829,General Cargo With Container Capacity,15509.0,1998.0,Togo ,Frota Oceanica e Amazonica S.A.,Brazil,Frota Oceanica e Amazonica S.A.,Frota Oceanica e Amazonica S.A.,Brazil,Alang,India,2015-07-16
Geo Prospector,7016981,Seismographic Research,1417.0,1970.0,Panama ,Fugro NV,Netherlands,Fugro Marine Services B.V.,Geo Prospector Marine Incorporated  ,Norway,Ghent,Belgium,2015-07-07
Geo Endeavour,8409927,Support,514.0,1985.0,Panama ,Fugro NV,Netherlands,Fugro Marine Services B.V.  ,Geo Endeavour Incorporated,Netherlands,Aliaga,Turkey,2015-03-31
Guo Dian 5,7433701,Bulk Carrier,22254.0,1982.0,China ,Fujian Guohang Ocean Shipping (Group) Company Limited ,China,Fujian Guohang Ocean Shipping (Group) Company Limited ,Fujian Guohang Ocean Shipping (Group) Company Limited ,China,Taizhou,China,2015-07-09
An Ji Jiang,8322727,Asphalt Tanker,3951.0,1986.0,China ,Fujian Jie An Shipping Company Limited,China,Fujian Jie An Shipping Company Limited,Fujian Jie An Shipping Company Limited,China,Unknown,China,2012-08-03
Qing Bao Shi,8623913,Bulk Carrier,31698.0,1986.0,China ,Fujian Province Xiamen Shipping Corporation,China,Fujian Province Xiamen Shipping Corporation,Fujian Province Xiamen Shipping Corporation,China,Unknown,China,2015-02-17
Hua Sheng Jiang,8312693,Bulk Carrier,20099.0,1985.0,China ,Fujian Shipping Company (FUSCO)  ,China,Fujian Shipping Company (FUSCO)  ,Hainan Tongli Shipping Company Limited  ,China,Jiangyin,China,2015-02-08
Jin Cheng He,8108810,Fully Cellular Containership,19915.0,1983.0,China ,Fujian Zhonghang Shipping Company Limited  ,China,Fujian Zhonghang Shipping Company Limited  ,Fujian Zhonghang Shipping Company Limited  ,China,Zhoushan,China,2015-04-28
Yusuf Cepnioglu,9119646,Fully Cellular Containership,4984.0,1995.0,Turkey ,Furkan Denizcilik Sanayi ve Ticaret Limited Sirketi  ,Turkey,Furkan Denizcilik Sanayi ve Ticaret Limited Sirketi  ,Furkan Denizcilik Sanayi ve Ticaret Limited Sirketi  ,Turkey,Ambelaki,Greece,2015-01-28
Gingko,8318623,Bulk Carrier,25899.0,1984.0,Singapore,Fuzhou Minlun Shipping Company Limited ,China,Fuzhou Minlun Shipping Company Limited ,Wan Qi Shipping Private Limited ,Singapore,Gadani,Pakistan,2015-10-09
Lora,8507509,Bulk Carrier,23540.0,1986.0,Panama ,Gamma Denizcilik Nakliyat ve Dis Ticaret Limited Sirketi  ,Turkey,Gamma Denizcilik Nakliyat ve Dis Ticaret Limited Sirketi  ,Luna Marine Limited  ,Malta,Chittagong,Bangladesh,2015-02-08
Ocean Seeker,7012179,Research,1943.0,1970.0,United Kingdom,Gardline Shipping Limited ,United Kingdom,Gardline Shipping Limited ,Gardline Shipping Limited ,United Kingdom,Grenaa,Denmark,2015-12-15
Philippine,9074858,Liquid Petroleum Gas Carrier,2868.0,1995.0,France (Int. Register) ,Geogas Trading S.A.,Switzerland,Geogas Maritime SAS  ,Lyonesse Marine S.A.,Marshall Islands,Aliaga,Turkey,2015-06-04
Grampian Heaven,8104321,Standby Safety Vessel,769.0,1982.0,United Kingdom,George Craig & Sons Limited,United Kingdom,George Craig & Sons Limited,George Craig & Sons Limited,United Kingdom,Grenaa,Denmark,2015-09-24
Grampian Sprite,8104345,Standby Safety Vessel,766.0,1982.0,United Kingdom,George Craig & Sons Limited,United Kingdom,George Craig & Sons Limited,George Craig & Sons Limited,United Kingdom,Grenaa,Denmark,2015-11-22
Giovanni,9138915,Bulk Carrier,37846.0,1996.0,Bahamas ,Gestion Maritime S.A.M. ,Monaco,Gestion Maritime S.A.M. ,River Thames Shipping Company Limited ,Bahamas,Gadani,Pakistan,2015-11-27
Barasun 1,8026359,Tug/Supply,1221.0,1982.0,Panama ,Global Array Sendirian Berhad,Malaysia,Global Array Sendirian Berhad,Global Array Sendirian Berhad,Malaysia,Mumbai,India,2015-06-18
Ville d'Aquarius,9125607,Fully Cellular Containership,40465.0,1996.0,Cyprus ,Global Ship Lease Incorporated ,United Kingdom,Global Ship Lease Incorporated ,Global Ship Lease 2 Limited ,Cyprus,Alang,India,2015-11-12
Ville d'Orion,9125619,Fully Cellular Containership,40465.0,1997.0,Cyprus ,Global Ship Lease Incorporated ,United Kingdom,Global Ship Lease Incorporated ,Global Ship Lease 1 Limited ,Cyprus,Alang,India,2015-12-11
GSF Arctic I,8751320,Drill Platform,12072.0,1980.0,Vanuatu ,GlobalSantaFe Corporation,United States of America,GlobalSantaFe Corporation,GlobalSantaFe Drilling Company,Panama,Aliaga,Turkey,2015-07-07
GSF Aleutian Key,8750091,Drill Platform,10856.0,1976.0,Vanuatu ,GlobalSantaFe Corporation ,United States of America,GlobalSantaFe Corporation ,GlobalSantaFe International Drilling Incorporated ,United States of America,Aliaga,Turkey,2015-12-23
Asean Prosper,9019030,Bulk Carrier,17130.0,1992.0,Panama ,Glory Ship Management Private Limited,Singapore,Glory Ship Management Private Limited,Sophia Maritime Limited S.A.,Panama,Alang,India,2015-06-05
Sentosa,8202070,Bulk Carrier,22308.0,1982.0,Panama ,Glory Ship Management Private Limited,Singapore,Glory Ship Management Private Limited,Golden Fortune Limited S.A.  ,Panama,Alang,India,2015-07-08
Capt. Nazih,8324385,Bulk Carrier,25982.0,1985.0,Belize ,GMZ Ship Management Company S.A.,Lebanon,GMZ Ship Management Company S.A.,Naval Shiptrade S.A.  ,Marshall Islands,Gadani,Pakistan,2015-06-04
Malaviya Five,8026347,Tug/Supply,1221.0,1982.0,India ,GOL Offshore Limited,India,GOL Offshore Limited,GOL Offshore Limited,India,Mumbai,India,2015-04-01
Channel Alliance,9127461,Bulk Carrier,87368.0,1996.0,Hong Kong ,Golden Ocean Group Limited,Norway,Golden Ocean Management AS  ,Golden President Shipping Corporation,Panama,Chittagong,Bangladesh,2015-06-07
Channel Navigator,9127473,Bulk Carrier,87368.0,1997.0,Hong Kong ,Golden Ocean Group Limited  ,Norway,Golden Ocean Management AS  ,Golden Hilton Shipping Corporation  ,Panama,Gadani,Pakistan,2015-05-07
Gold Sand,7638985,Bulk Carrier,10826.0,1977.0,Panama ,Gou Rei Maritime S.A.,Taiwan,Gou Rei Maritime S.A.,Gou Rei Maritime S.A.,Taiwan,Chittagong,Bangladesh,2015-05-11
Adamastos,9087269,Bulk Carrier,39017.0,1995.0,Liberia ,Gourdomichalis Maritime S.A.  ,Greece,Blue Wall Shipping Limited  ,Adamastos Shipping & Trading S.A.,Liberia,Aliaga,Turkey,2015-07-29
Tebes,7531266,Roll On Roll Off,8393.0,1977.0,Tanzania ,Government of Algeria,Algeria,Compagnie Nationale Algerienne de Navigation (CNAN) Group SpA,CNAN Med S.p.A.,Algeria,Aliaga,Turkey,2015-08-20
Eleghma,7708297,Roll On Roll Off,8393.0,1978.0,Tanzania ,Government of Algeria  ,Algeria,Compagnie Nationale Algerienne de Navigation (CNAN) Group SpA  ,CNAN Med S.p.A.,Algeria,Aliaga,Turkey,2015-02-19
Djurdjura,7420211,General Cargo With Container Capacity,5389.0,1976.0,Algeria ,Government of Algeria  ,Algeria,Compagnie Nationale Algerienne de Navigation (CNAN) Group SpA  ,CNAN Nord S.p.A.  ,Algeria,Aliaga,Turkey,2015-04-03
Djorf,7420223,General Cargo With Container Capacity,5389.0,1977.0,Algeria ,Government of Algeria  ,Algeria,Compagnie Nationale Algerienne de Navigation (CNAN) Group SpA  ,CNAN Nord S.p.A.  ,Algeria,Aliaga,Turkey,2015-06-12
Ibn Khaldoun II,7711854,General Cargo With Container Capacity,5400.0,1977.0,Algeria ,Government of Algeria  ,Algeria,Compagnie Nationale Algerienne de Navigation (CNAN) Group SpA  ,CNAN Nord S.p.A.  ,Algeria,Aliaga,Turkey,2015-05-15
Ibn Sina II,7720934,General Cargo With Container Capacity,5403.0,1978.0,Algeria ,Government of Algeria  ,Algeria,Compagnie Nationale Algerienne de Navigation (CNAN) Group SpA  ,CNAN Nord S.p.A.  ,Algeria,Aliaga,Turkey,2015-04-24
Banglar Doot,8617110,General Cargo With Container Capacity,13125.0,1988.0,Bangladesh ,Government of Bangladesh ,Bangladesh,Bangladesh Shipping Corporation ,Bangladesh Shipping Corporation ,Bangladesh,Chittagong,Bangladesh,2015-10-18
Banglar Moni,8120818,General Cargo With Container Capacity,10383.0,1983.0,Bangladesh ,Government of Bangladesh ,Bangladesh,Bangladesh Shipping Corporation ,Bangladesh Shipping Corporation ,Bangladesh,Chittagong,Bangladesh,2015-10-26
Banglar Mamata,7913270,General Cargo With Container Capacity,11764.0,1980.0,Bangladesh ,Government of Bangladesh ,Bangladesh,Bangladesh Shipping Corporation ,Bangladesh Shipping Corporation ,Bangladesh,Chittagong,Bangladesh,2015-12-22
Petar Beron,5050309,Training,7476.0,1949.0,Bulgaria ,Government of Bulgaria  ,Bulgaria,Navigation Maritime Bulgare Limited (NAVIBULGAR)  ,Navigation Maritime Bulgare Limited (NAVIBULGAR)  ,Bulgaria,Aliaga,Turkey,2015-01-16
Ark,8209676,Passenger (Cruise),14501.0,1983.0,Cook Islands ,Government of Indonesia,Indonesia,Government of Indonesia,Direktorat Jenderal Perhubungan Laut,Indonesia,Chittagong,Bangladesh,2014-12-11
Isa Delta,8307820,Bulk Carrier,1984.0,,Indonesia ,Government of Indonesia,Indonesia,P.T. PANN Multi Finance,P.T. PANN Multi Finance,Indonesia,Chittagong,Bangladesh,2015-08-26
Sharmi,8318702,Bulk Carrier,35609.0,1986.0,Comoros ,Government of Indonesia ,Indonesia,P.T. PANN Multi Finance ,P.T. PANN Multi Finance ,Indonesia,Gadani,Pakistan,2015-09-19
Mex III,8308238,Product Tanker,26309.0,1989.0,St. Kitts-Nevis ,Government of Mexico,Mexico,Petroleos Mexicanos Gerencia de Transportacion Maritimos (Pemex),Petroleos Mexicanos Gerencia de Transportacion Maritimos (Pemex),Mexico,Alang,India,2015-08-26
Veronica,6512354,Passenger (Cruise),28891.0,1966.0,Bahamas ,Government of Oman ,Oman,Government of Oman ,Government of Oman ,Oman,Alang,India,2015-11-19
Georg Ots,7625835,Passenger Ro/Ro,12549.0,1980.0,Russia ,Government of the Republic of Russian Federation,Russia,Federal State Unitary Enterprise Rosmorport,Federal State Unitary Enterprise Rosmorport,Russia,Zhoushan,China,2014-08-31
Grand Noble,7913749,General Cargo,4802.0,1980.0,Panama ,Go-Wide Shipping Holding Limited,Hong Kong,Go-Wide Shipping Holding Limited,Bright Moon Shipping Incorporated,Hong Kong,Zhangjiagang,China,2014-05-29
Seatiger,8014356,General Cargo With Container Capacity,3433.0,1981.0,Cambodia ,Grand Marine Limited,Russia,Grand Marine Limited,Delouna Shipping Company Limited  ,Cyprus,Chittagong,Bangladesh,2015-06-08
Lian Hua,8315176,Bulk Carrier,20099.0,1984.0,Panama ,Greatsources Shipping Consultants Limited,China,Greatsources Shipping Consultants Limited,Link World Shipping Limited  ,China,Chittagong,Bangladesh,2015-05-06
Star Atlantic,8502834,General Cargo With Container Capacity,,1986.0,Norway (Int. Register) ,Grieg Star Group AS,Norway,Grieg Star Shipping AS,Grieg International II AS,Norway,Jiangyin,China,2015-07-25
Star Florida,8309828,General Cargo With Container Capacity,25345.0,1985.0,Norway (Int. Register) ,Grieg Star Group AS  ,Norway,Grieg Star Shipping AS  ,Grieg International II AS  ,Norway,Jiangyin,China,2015-01-02
Star Fraser,8309842,General Cargo With Container Capacity,25345.0,1985.0,Norway (Int. Register) ,Grieg Star Group AS  ,Norway,Grieg Star Shipping AS  ,Grieg International II AS  ,Norway,Jiangyin,China,2015-03-28
Star Dieppe,7507265,General Cargo With Container Capacity,27911.0,1977.0,Norway (Int. Register) ,Grieg Star Group AS  ,Norway,Grieg Star Shipping AS  ,Grieg Shipping II AS,Norway,Xinhui,China,2015-05-05
Atlantic Companion,8214152,Roll On Roll Off With Container Capacity,57255.0,1984.0,Sweden ,Grimaldi Group S.p.A.,Italy,Grimaldi Group S.p.A.,Atlantic Container Line AB,Sweden,Alang,India,2015-09-12
Iginia,6915051,Roll On Roll Off,5768.0,1969.0,Italy ,Grupo Ferrovie dello Stato,Italy,Rete Ferroviaria Italiana (RFI) S.p.A.  ,Rete Ferroviaria Italiana (RFI) S.p.A.  ,Italy,Aliaga,Turkey,2015-05-29
Peregrine I,7907180,Drill Ship,11710.0,1982.0,Bahamas ,Gryphon Energy Asia Pacific Sendirian Berhad,Malaysia,Gryphon Energy Asia Pacific Sendirian Berhad,Albatross Energy (L) Incorporated ,Malaysia,Chittagong,Bangladesh,2015-09-20
Xin Guang Zhou,8108573,Bulk Carrier,35707.0,1983.0,China ,Guangdong Haidian Shipping Company Limited,China,Guangdong Haidian Shipping Company Limited,Guangdong Haidian Shipping Company Limited,China,Xinhui,China,2015-04-03
Yuan,7944308,General Cargo,10234.0,1980.0,Comoros ,Guangdong Sun Font Shipping Company,China,Guangdong Sun Font Shipping Company,Guangdong Sun Font Shipping Company,China,Chittagong,Bangladesh,2015-03-18
Sino 6,9077111,Combined Bulk And Oil Carrier,45593.0,1994.0,Panama ,Guangzhou Kuifenghang Shipping Company Limited  ,China,Guangzhou Kuifenghang Shipping Company Limited  ,Hongkong De Feng Shipping Limited  ,Hong Kong,Chittagong,Bangladesh,2015-04-07
Hua Du Hai,8309892,Bulk Carrier,27589.0,1985.0,China ,Guangzhou Pan Ocean Shipping  ,China,Guangzhou Pan Ocean Shipping  ,Guangzhou Pan Ocean Shipping  ,China,Ningde ,China,2014-12-20
Emerald II,8321101,Bulk Carrier,28739.0,1987.0,Panama ,Gulf of Aden Shipping (LLC),United Arab Emirates,Gulf of Aden Shipping (LLC),Oriental Bay Shipping & Trading Incorporated,Panama,Gadani,Pakistan,2015-04-23
Hanjin Haypoint,8821668,Bulk Carrier,77992.0,1990.0,South Korea,Hahn & Company (77.8%) and Hanjin Shipping Company Limited (22.2%) ,South Korea,H-Line Shipping Company Limited ,H-Line Shipping Company Limited ,South Korea,Chittagong,Bangladesh,2015-11-02
Empress,9039145,Bulk Carrier,76925.0,1992.0,South Korea,Hahn & Company (77.8%) and Hanjin Shipping Company Limited (22.2%) ,South Korea,H-Line Shipping Company Limited ,H-Line Shipping Company Limited ,South Korea,Gadani,Pakistan,2015-09-02
Sheng,8400220,Bulk Carrier,16605.0,1984.0,St. Kitts-Nevis ,Hainan Hai Yuan Xing Transport Company Limited,China,Hainan Hai Yuan Xing Transport Company Limited,Hua Fong Marine Private Limited,China,Chittagong,Bangladesh,2015-05-05
Shen Tou Wan,8814512,Fully Cellular Containership,37193.0,1990.0,China ,Hainan Pan Ocean Shipping Company Limited,China,Hainan Pan Ocean Shipping Company Limited,Hainan Pan Ocean Shipping Company Limited,China,Yangpu,China,2014-12-07
Rong Yi,8803458,Bulk Carrier,36549.0,1989.0,Panama ,Haistar Maritime Company Limited,Hong Kong,Haistar Maritime Company Limited,Rongyi Shipping Company Limited,Hong Kong,Chittagong,Bangladesh,2015-05-10
Timor Challenger,6402901,Standby Safety Vessel,999.0,1964.0,Panama ,Hakvoort Transport Shipping BV  ,Netherlands,Hakvoort Transport Shipping BV  ,Wexford Shipping & Trading Incorporated,Panama,Aliaga,Turkey,2015-01-07
Hannah 2,7002186,Research,1863.0,1969.0,Cambodia ,Hannah International Mobilization  ,South Korea,Hannah International Mobilization  ,Hannah International Mobilization  ,South Korea,Chittagong,Bangladesh,2015-02-13
Paris Express,9038919,Fully Cellular Containership,53815.0,1994.0,Bermuda ,Hapag-Lloyd Aktiengesellschaft,Germany,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Aktiengesellschaft,Germany,Xinhui,China,2015-02-09
Kiel Express,8902539,Fully Cellular Containership,53783.0,1991.0,Bermuda ,Hapag-Lloyd Aktiengesellschaft  ,Germany,Hapag-Lloyd Aktiengesellschaft  ,Hapag-Lloyd Ships Limited  ,Germany,Xinhui,China,2015-03-15
Bonn Express,8711368,Fully Cellular Containership,35919.0,1989.0,Bermuda ,Hapag-Lloyd Aktiengesellschaft  ,Germany,Hapag-Lloyd Aktiengesellschaft  ,Hapag-Lloyd Aktiengesellschaft  ,Germany,Aliaga,Turkey,2015-02-02
Heidelberg Express,8711370,Fully Cellular Containership,35919.0,1989.0,Bermuda ,Hapag-Lloyd Aktiengesellschaft  ,Germany,Hapag-Lloyd Aktiengesellschaft  ,Hapag-Lloyd Aktiengesellschaft  ,Germany,Aliaga,Turkey,2015-06-24
Livorno Express,8905969,Fully Cellular Containership,37474.0,1991.0,Bermuda ,Hapag-Lloyd Aktiengesellschaft  ,Germany,Hapag-Lloyd Aktiengesellschaft  ,Hapag-Lloyd Ships Limited  ,Germany,Aliaga,Turkey,2015-04-27
Arco Humber,7204318,Trailing Suction Dredger,5535.0,1972.0,United Kingdom,Heidelberg Cement Group,Germany,Hanson Aggregates Marine Limited  ,Hanson Aggregates Marine Limited  ,United Kingdom,s'Gravendeel,Netherlands,2015-04-01
Ocean Lovely,8313049,Bulk Carrier,18579.0,1985.0,Panama,Hengfa Shipping Incorporated ,China,Hengfa Shipping Incorporated ,Ocean Lovely Shipping Limited ,Hong Kong,Alang,India,2015-12-10
Barracuda I,6717019,Salvage tug,1082.0,1967.0,Panama ,Hermes Maritime Services Private Limited,India,Hermes Maritime Services Private Limited,Atlantic Star Enterprises Inc,Panama,Chittagong,Bangladesh,2015-04-20
Avenger,8223232,Fire Fighting Tug/Supply,1449.0,1984.0,Liberia ,Hermes Maritime Services Private Limited,India,Hermes Maritime Services Private Limited,Pino Shipping Limited,St. Kitts-Nevis,Alang,India,2015-05-06
Lady Sadika,8307040,Bulk Carrier,22009.0,1984.0,Malta ,Hind Maritime Enterprises S.A.  ,Greece,Hind Maritime Enterprises S.A.  ,Sadi Shipping Company Limited,Malta,Gadani,Pakistan,2015-05-19
Hoang Son Sun,8323862,Bulk Carrier,13881.0,1984.0,Mongolia ,Hoang Son Company Limited,Vietnam,Hoang Son Company Limited,Hoang Son Company Limited,Vietnam,Chittagong,Bangladesh,2015-02-09
Green Lotus,8801723,General Cargo With Container Capacity,6588.0,1988.0,Panama ,Hoang Thanh Shipping Company Limited,Vietnam,Hoang Thanh Shipping Company Limited,Hoang Thanh Shipping Company Limited,Vietnam,Alang,India,2015-06-16
Xin Sheng,8307882,Bulk Carrier,22009.0,1984.0,Panama ,Hong Kong Shun Xin Marine Limited,China,Hong Kong Shun Xin Marine Limited,Hong Kong Haoxin Shipping Limited,Panama,Chittagong,Bangladesh,2015-05-04
Xing An Da,8307507,Bulk Carrier,19340.0,1984.0,Panama ,Hong Sheng Da Shipmanagement Private Limited,Hong Kong,Hong Sheng Da Shipmanagement Private Limited,Xing An Da Shipping Limited  ,British Virgin Islands,Alang,India,2015-08-11
Xing Heng Da,8715481,Bulk Carrier,37086.0,1989.0,Panama,Hong Sheng Da Shipmanagement Private Limited ,China,Hong Sheng Da Shipmanagement Private Limited ,Xing Heng Da Shipping Limited ,Hong Kong,Chittagong,Bangladesh,2015-12-18
Ever Glory,7501338,Bulk Carrier,11998.0,1976.0,Panama ,Hong Tong Shipping Company Limited,Hong Kong,Hong Tong Shipping Company Limited,Universal International Corporation,Taiwan,Alang,India,2015-06-18
Horizon Challenger,6812211,Fully Cellular Containership,18775.0,1968.0,United States of America,Horizon Lines LLC,United States of America,Horizon Lines LLC,Horizon Lines LLC,United States of America,Brownsville,United States of America,2014-06-30
Banga Bonik,8126159,Fully Cellular Containership,5932.0,1983.0,Bangladesh ,HRC Shipping Limited,Bangladesh,HRC Shipping Limited,HRC Shipping Limited,Bangladesh,Chittagong,Bangladesh,2015-07-22
Hub Stellar,9084774,Fully Cellular Containership,9048.0,1994.0,Marshall Islands ,Hubline Berhad,Malaysia,Hub Shipping Sendirian Berhad  ,Mount Mulu LLC,Marshall Islands,Chittagong,Bangladesh,2015-05-19
Hub Grandiose,9123958,Fully Cellular Containership,9048.0,1995.0,Marshall Islands ,Hubline Berhad  ,Malaysia,Hub Shipping Sendirian Berhad ,Mount Mulu LLC ,Marshall Islands,Chittagong,Bangladesh,2015-05-18
Global Victory,9087283,Bulk Carrier,76068.0,1996.0,Malta ,Hyundai Merchant Marine Company Limited (HMM),South Korea,Hyundai Merchant Marine Company Limited (HMM),Erato Owning Company Limited  ,Greece,Chittagong,Bangladesh,2015-03-22
Prosperity 1,8821632,Bulk Carrier,77650.0,1990.0,Sierra Leone ,Hyundai Merchant Marine Company Limited (HMM),South Korea,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM),South Korea,Chittagong,Bangladesh,2015-05-07
Universal 1,8821591,Bulk Carrier,101604.0,1990.0,Sierra Leone ,Hyundai Merchant Marine Company Limited (HMM),South Korea,Hyundai Merchant Marine Company Limited (HMM),Hyundai Merchant Marine Company Limited (HMM),South Korea,Chittagong,Bangladesh,2015-05-09
Princess Juana K.,7806881,Bulk Carrier,11059.0,1978.0,Panama ,I.M. Marine Services (London) Limited,United Kingdom,I.M. Marine Services (London) Limited,Medela Investment Incorporated,Panama,Aliaga,Turkey,2015-05-13
Dubai Star,8806797,Fully Cellular Containership,37209.0,1991.0,Liberia,Icon Investment Corporation ,United States of America,Icon Investment Corporation ,Icon Containership II LLC ,United States of America,Alang,India,2015-02-09
Nero,7361233,RoRo,40594.0,1976.0,St. Kitts-Nevis,Ignazio Messina & C. S.p.A. ,Italy,Ignazio Messina & C. S.p.A. ,Ignazio Messina & C. S.p.A. ,Italy,Alang,India,2015-01-05
Thai Dawn,8310956,Bulk carrier,18722.0,1985.0,Marshall Islands,IMC Shipping Company Private Limited ,Singapore,IMC Shipping Company Private Limited ,Harvest Shipping Company Limited ,Marshall Islands,Alang,India,2015-01-11
Thai Harvest,8606305,Bulk carrier,23124.0,1987.0,Marshall Islands,IMC Shipping Company Private Limited ,Singapore,IMC Shipping Company Private Limited ,Greenfield Limited ,Marshall Islands,Alang,India,2015-02-27
Malmo,8116738,General Cargo With Container Capacity,8328.0,1982.0,Tanzania ,IMS Greece Company ,Greece,IMS Greece Company ,Globestar Shipping Limited ,Marshall Islands,Aliaga,Turkey,2015-09-19
Suraya-Y,8023319,Bulk carrier,9099.0,1982.0,Sierra Leone,Indicator Marine Company Limited ,Egypt,Indicator Marine Company Limited ,Suraya Shipping Company Limited ,Marshall Islands,Alang,India,2015-02-16
Ingenious,8309012,Bulk Carrier,22142.0,1985.0,Panama ,Ingenious Enterprise Limited,British Virgin Islands,Ingenious Enterprise Limited,Ingenious Enterprise Limited,British Virgin Islands,Chittagong,Bangladesh,2015-07-01
Petrusse,8623286,Chemical Tanker,0.0,1959.0,Luxembourg,International Oil Transport ,Luxembourg,International Oil Transport ,International Oil Transport ,Luxembourg,Kampen,Netherlands,2015-11-03
Viva,8203995,Product Tanker,944.0,1982.0,Belize ,International Sea Incorporated,Belize,International Sea Incorporated,International Sea Incorporated,Belize,Chittagong,Bangladesh,2015-07-21
Belize City,7630141,Bulk Carrier,9965.0,1976.0,Belize ,International Shipping Group & Trading Limited,Turkey,International Shipping Group & Trading Limited,Belize Shipping & Trading Limited  ,Belize,Aliaga,Turkey,2015-03-29
Mainport Elm,8213897,Anchor Handling Tug/Supply,1089.0,1983.0,Marshall Islands ,Irish Mainport Holdings,Ireland,Mainport International Corporation,Mainport International Corporation,Marshall Islands,Alang,India,2015-06-09
Albatoul,8106599,General Cargo,3016.0,1981.0,Togo ,ISM Group Limited,Syria,Zain Shipping Company SA  ,AHR Shipping Company Limited,Saint Kitts and Nevis,Aliaga,Turkey,2015-01-29
Zim Pacific,9113666,Fully Cellular Containership,41507.0,1996.0,Liberia,Israel Corporation Limited ,Israel,Zim Integrated Shipping Services Limited ,Zim Pacific Maritime Limited ,Liberia,Chittagong,Bangladesh,2015-11-16
Zim Iberia,9139919,Fully Cellular Containership,41507.0,1997.0,Liberia,Israel Corporation Limited ,Israel,Zim Integrated Shipping Services Limited ,Zim Iberia Maritime Company S.a.r.l. ,Liberia,Chittagong,Bangladesh,2015-11-29
Novorossiysk Star,9203473,Fully Cellular Containership,20624.0,2000.0,Liberia,Israel Corporation Limited ,Israel,Zim Integrated Shipping Services Limited ,Koron Maritime Incorporated ,Liberia,Alang,India,2015-01-11
Zim Asia,9113654,Fully Cellular Containership,41507.0,1996.0,Liberia ,Israel Corporation Limited  ,Israel,Zim Integrated Shipping Services Limited  ,Zim Asia Maritime Company S.a.r.l.  ,Liberia,Alang,India,2015-07-06
Liburnija,6511350,Passenger Ro/Ro,3910.0,1965.0,Croatia ,Jadrolinija,Croatia,Jadrolinija,Jadrolinija,Croatia,Aliaga,Turkey,2015-04-04
Porozina,7126346,Passenger Ro/Ro,399.0,1971.0,Croatia ,Jadrolinija,Croatia,Jadrolinija,Jadrolinija,Croatia,Aliaga,Turkey,2015-08-28
Jazine,7713539,Passenger Ro/Ro,998.0,1978.0,Croatia ,Jadrolinija  ,Croatia,Jadrolinija  ,Jadrolinija  ,Croatia,Aliaga,Turkey,2015-02-21
